MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1918006,Dock4,dedicator of cytokinesis 4,12,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,Q8N1I0 ,J:164563 
MGI:2652871,Dock5,dedicator of cytokinesis 5,14,,cell migration,,,IBA,PTN000594048 ,J:265628 
MGI:2652871,Dock5,dedicator of cytokinesis 5,14,,positive regulation of epithelial cell migration,,,ISO,Q9H7D0 ,J:164563 
MGI:2652871,Dock5,dedicator of cytokinesis 5,14,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,Q9H7D0 ,J:164563 
MGI:1914549,Dock7,dedicator of cytokinesis 7,4,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,Q96N67 ,J:164563 
MGI:1921396,Dock8,dedicator of cytokinesis 8,19,,dendritic cell migration,,,IGI,MGI:106211 ,J:185165 
MGI:1921396,Dock8,dedicator of cytokinesis 8,19,,dendritic cell migration,,,IMP,MGI:5437274 ,J:185165 
MGI:1921396,Dock8,dedicator of cytokinesis 8,19,,dendritic cell migration,,,IMP,,J:220239 
MGI:1921396,Dock8,dedicator of cytokinesis 8,19,,positive regulation of T cell migration,,,IBA,PTN002762128 ,J:265628 
MGI:1921396,Dock8,dedicator of cytokinesis 8,19,,positive regulation of T cell migration,,,IMP,,J:238772 
MGI:1921396,Dock8,dedicator of cytokinesis 8,19,,positive regulation of T cell migration,,,ISO,Q8NF50 ,J:164563 
MGI:2146320,Dock10,dedicator of cytokinesis 10,1,,regulation of cell migration,,,IBA,PTN002762095 ,J:265628 
MGI:2146320,Dock10,dedicator of cytokinesis 10,1,,regulation of cell migration,,,ISO,Q96BY6 ,J:164563 
MGI:94917,Dpep1,dipeptidase 1,8,,negative regulation of cell migration,,,ISO,P16444 ,J:164563 
MGI:94917,Dpep1,dipeptidase 1,8,,neutrophil chemotaxis,,,IMP,,J:284980 
MGI:94919,Dpp4,dipeptidylpeptidase 4,2,,endothelial cell migration,,,ISO,P27487 ,J:164563 
MGI:94919,Dpp4,dipeptidylpeptidase 4,2,,negative regulation of neutrophil chemotaxis,,,ISO,P27487 ,J:164563 
MGI:1349762,Dpysl3,dihydropyrimidinase-like 3,18,,negative regulation of cell migration,,,ISO,RGD:2410 ,J:155856 
MGI:1349762,Dpysl3,dihydropyrimidinase-like 3,18,,regulation of cell migration,,,IEA,IPR030628 ,J:72247 
MGI:99578,Drd1,dopamine receptor D1,13,,cell migration,happens in telencephalon,,IMP,MGI:1857875 ,J:121219 
MGI:99578,Drd1,dopamine receptor D1,13,,cerebral cortex GABAergic interneuron migration,"happens in telencephalon,results in the movement of GABAergic neuron",,IMP,MGI:1857875 ,J:121219 
MGI:99578,Drd1,dopamine receptor D1,13,,negative regulation of cell migration,,,ISO,RGD:2518 ,J:155856 
MGI:99578,Drd1,dopamine receptor D1,13,,neuron migration,results in the movement of GABAergic neuron,,IMP,MGI:1857875 ,J:121219 
MGI:99578,Drd1,dopamine receptor D1,13,,positive regulation of neuron migration,"positively regulates neuron migration,positively regulates cell migration",,IMP,MGI:1857875 ,J:121219 
MGI:94924,Drd2,dopamine receptor D2,9,,cell migration,happens in telencephalon,,IMP,MGI:1857875 ,J:121219 
MGI:94924,Drd2,dopamine receptor D2,9,,cerebral cortex GABAergic interneuron migration,"happens in telencephalon,results in the movement of GABAergic neuron",,IMP,MGI:1857875 ,J:121219 
MGI:94924,Drd2,dopamine receptor D2,9,,negative regulation of neuron migration,"negatively regulates neuron migration,negatively regulates cell migration",,IMP,MGI:1857875 ,J:121219 
MGI:94924,Drd2,dopamine receptor D2,9,,neuron migration,results in the movement of GABAergic neuron,,IMP,MGI:1857875 ,J:121219 
MGI:94926,Drd4,dopamine receptor D4,7,,negative regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:2522 ,J:155856 
MGI:94927,Drd5,dopamine receptor D5,5,,negative regulation of cell migration,,,ISO,RGD:2523 ,J:155856 
MGI:5446626,Dreh,down-regulated in hepatocellular carcinoma,17,,cell migration,,,IMP,,J:189651 
MGI:105120,Dusp1,dual specificity phosphatase 1,17,,negative regulation of monocyte chemotaxis,,,ISO,P28562 ,J:164563 
MGI:1919599,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),11,,negative regulation of cell migration,,,ISO,P51452 ,J:164563 
MGI:1927070,Dusp10,dual specificity phosphatase 10,1,,negative regulation of epithelial cell migration,happens in colon,,IMP,,J:242446 
MGI:1915926,Dusp22,dual specificity phosphatase 22,13,,negative regulation of cell migration,,,ISO,Q9NRW4 ,J:164563 
MGI:1349385,Dysf,dysferlin,6,,positive regulation of neutrophil chemotaxis,,,IMP,MGI:1857883 ,J:148110 
MGI:103060,Ecm1,extracellular matrix protein 1,3,,regulation of T cell migration,,,IMP,MGI:4940879 ,J:168252 
MGI:95283,Edn1,endothelin 1,13,,cardiac neural crest cell migration involved in outflow tract morphogenesis,is a part of embryonic heart tube development,,IDA,,J:279375 
MGI:95283,Edn1,endothelin 1,13,,positive regulation of cell migration,,,ISO,P05305 ,J:164563 
MGI:95283,Edn1,endothelin 1,13,,positive regulation of neutrophil chemotaxis,,,ISO,RGD:2532 ,J:155856 
MGI:95284,Edn2,endothelin 2,4,,endothelial cell migration,"is a part of vasculature development,happens in retina",,IDA,,J:201133 
MGI:95284,Edn2,endothelin 2,4,,macrophage chemotaxis,,,ISO,P20800 ,J:164563 
MGI:95284,Edn2,endothelin 2,4,,neutrophil chemotaxis,,,ISO,P20800 ,J:164563 
MGI:95284,Edn2,endothelin 2,4,,positive regulation of leukocyte chemotaxis,,,ISO,P20800 ,J:164563 
MGI:95285,Edn3,endothelin 3,2,,neural crest cell migration,"happens in colon,results in the movement of migratory neural crest cell",,IMP,MGI:1856392 ,J:48411 
MGI:95285,Edn3,endothelin 3,2,,neutrophil chemotaxis,,,ISO,P14138 ,J:164563 
MGI:95285,Edn3,endothelin 3,2,,positive regulation of leukocyte chemotaxis,,,ISO,P14138 ,J:164563 
MGI:95285,Edn3,endothelin 3,2,,regulation of cell migration,regulates cell migration,,IMP,MGI:1856392 ,J:12724 
MGI:105923,Ednra,endothelin receptor type A,8,,cardiac neural crest cell migration involved in outflow tract morphogenesis,is a part of embryonic heart tube development,,IMP,MGI:1857473 ,J:279375 
MGI:105923,Ednra,endothelin receptor type A,8,,cardiac neural crest cell migration involved in outflow tract morphogenesis,is a part of embryonic heart tube development,,IMP,MGI:2687362 ,J:279375 
MGI:105923,Ednra,endothelin receptor type A,8,,positive regulation of neutrophil chemotaxis,,,ISO,RGD:2535 ,J:155856 
MGI:102720,Ednrb,endothelin receptor type B,14,,macrophage chemotaxis,,,ISO,P24530 ,J:164563 
MGI:102720,Ednrb,endothelin receptor type B,14,,neural crest cell migration,"happens in gut,results in the movement of neuroblast (sensu Vertebrata)",,IMP,,J:58698 
MGI:102720,Ednrb,endothelin receptor type B,14,,neural crest cell migration,results in the movement of melanoblast,,IMP,,J:58698 
MGI:102720,Ednrb,endothelin receptor type B,14,,neuroblast migration,"happens in gut,results in the movement of neuroblast (sensu Vertebrata)",,IMP,,J:58698 
MGI:1914043,Efcab1,EF-hand calcium binding domain 1,16,,cell chemotaxis,,,ISO,Q8T893 ,J:73065 
MGI:1339998,Efemp1,epidermal growth factor-containing fibulin-like extracellular matrix protein 1,11,,regulation of glial cell migration,,,ISO,RGD:1308528 ,J:155856 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,cerebral cortex cell migration,,,ISO,Q5JVL4 ,J:164563 
MGI:103236,Efna1,ephrin A1,3,,cell migration,,,ISO,P20827 ,J:164563 
MGI:103236,Efna1,ephrin A1,3,,regulation of blood vessel endothelial cell migration,,,IDA,,J:110334 
MGI:102708,Efnb1,ephrin B1,X,,neural crest cell migration,happens in head mesenchyme derived from neural crest,,IMP,MGI:3039290 ,J:89008 
MGI:105097,Efnb2,ephrin B2,8,,cell migration involved in sprouting angiogenesis,,,ISO,P52799 ,J:164563 
MGI:105311,Efs,embryonal Fyn-associated substrate,14,,cell migration,,,IBA,PTN002240539 ,J:265628 
MGI:95290,Egf,epidermal growth factor,3,,positive regulation of cell migration,,,ISO,P01133 ,J:164563 
MGI:95290,Egf,epidermal growth factor,3,,positive regulation of endothelial cell migration,,,ISO,P01133 ,J:164563 
MGI:2449923,Egfl7,EGF-like domain 7,2,,negative regulation of smooth muscle cell migration,negatively regulates smooth muscle cell migration,,IDA,,J:86366 
MGI:2449923,Egfl7,EGF-like domain 7,2,,regulation of cell migration,,,TAS,,J:90570 
MGI:2449923,Egfl7,EGF-like domain 7,2,,smooth muscle cell migration,results in the movement of smooth muscle cell,,IDA,,J:86366 
MGI:95294,Egfr,epidermal growth factor receptor,11,,cerebral cortex cell migration,happens in cerebral cortex,,IMP,MGI:1856402 ,J:26833 
MGI:95294,Egfr,epidermal growth factor receptor,11,,positive regulation of cell migration,,,ISO,P00533 ,J:164563 
MGI:95295,Egr1,early growth response 1,18,,positive regulation of smooth muscle cell migration,,,ISO,RGD:2544 ,J:155856 
MGI:1306780,Egr3,early growth response 3,14,,cell migration involved in sprouting angiogenesis,,,ISO,Q06889 ,J:164563 
MGI:1306780,Egr3,early growth response 3,14,,endothelial cell chemotaxis,,,ISO,Q06889 ,J:164563 
MGI:2679229,Elane,"elastase, neutrophil expressed",10,,leukocyte migration,,,IMP,MGI:2182771 ,J:88722 
MGI:2679229,Elane,"elastase, neutrophil expressed",10,,leukocyte migration involved in inflammatory response,,,ISO,RGD:1307968 ,J:155856 
MGI:2679229,Elane,"elastase, neutrophil expressed",10,,positive regulation of leukocyte tethering or rolling,,,ISO,RGD:1307968 ,J:155856 
MGI:2153044,Elmo1,engulfment and cell motility 1,13,,cell migration,,,IEA,IPR030715 ,J:72247 
MGI:2153045,Elmo2,engulfment and cell motility 2,2,,cell chemotaxis,,,ISO,Q96JJ3 ,J:164563 
MGI:2153045,Elmo2,engulfment and cell motility 2,2,,cell migration,,,IEA,IPR030713 ,J:72247 
MGI:1921445,Elp3,elongator acetyltransferase complex subunit 3,14,,neuron migration,,,IMP,,J:150477 
MGI:1921445,Elp3,elongator acetyltransferase complex subunit 3,14,,positive regulation of cell migration,,,IMP,,J:187591 
MGI:1859017,Elp5,elongator acetyltransferase complex subunit 5,11,,positive regulation of cell migration,,,IMP,,J:187591 
MGI:1919349,Elp6,elongator acetyltransferase complex subunit 6,9,,positive regulation of cell migration,,,IMP,,J:187591 
MGI:1916933,Emc10,ER membrane protein complex subunit 10,7,,positive regulation of endothelial cell migration,,,IDA,,J:262524 
MGI:1926189,Emilin1,elastin microfibril interfacer 1,5,,cell migration,,,ISO,Q9Y6C2 ,J:164563 
MGI:1926189,Emilin1,elastin microfibril interfacer 1,5,,negative regulation of macrophage migration,"happens in aortic valve,is a part of aortic valve morphogenesis,uses UniProtKB:P17047",,IMP,,J:215596 
MGI:2389136,Emilin2,elastin microfibril interfacer 2,17,,negative regulation of cell migration,,,ISO,Q9BXX0 ,J:164563 
MGI:1098726,Emp2,epithelial membrane protein 2,16,,blood vessel endothelial cell migration,,,ISO,P54851 ,J:164563 
MGI:1098726,Emp2,epithelial membrane protein 2,16,,cell migration,,,ISO,P54851 ,J:164563 
MGI:1098726,Emp2,epithelial membrane protein 2,16,,neutrophil migration,,,IMP,,J:293323 
MGI:1098726,Emp2,epithelial membrane protein 2,16,,regulation of endothelial cell migration,,,ISO,P54851 ,J:164563 
MGI:95388,Emx2,empty spiracles homeobox 2,19,,forebrain cell migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2148858 ,J:72659 
MGI:95388,Emx2,empty spiracles homeobox 2,19,,neuron migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2148858 ,J:72659 
MGI:95392,Eng,endoglin,2,,cell chemotaxis,,,ISO,P17813 ,J:164563 
MGI:95392,Eng,endoglin,2,,cell migration,,,IBA,PTN004450156 ,J:265628 
MGI:95392,Eng,endoglin,2,,cell migration,,,ISO,P17813 ,J:164563 
MGI:95392,Eng,endoglin,2,,cell migration involved in endocardial cushion formation,happens in endocardial cushion,,IMP,MGI:2177824 ,J:154475 
MGI:95392,Eng,endoglin,2,,negative regulation of cell migration,,,ISO,P17813 ,J:164563 
MGI:95392,Eng,endoglin,2,NOT,regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis,,,IMP,,J:124260 
MGI:106645,Enpep,glutamyl aminopeptidase,3,,cell migration,,,ISO,Q07075 ,J:88338 
MGI:97370,Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1,10,,hematopoietic stem cell migration to bone marrow,,,IMP,MGI:1857079 ,J:284238 
MGI:97370,Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1,10,,microglial cell migration,,,IMP,MGI:1857079 ,J:284238 
MGI:97370,Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1,10,,vascular associated smooth muscle cell migration,"is a part of response to wounding,is a part of response to platelet-derived growth factor,is a part of artery development",,IMP,MGI:2385534 ,J:267161 
MGI:1321390,Enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2,15,,cell chemotaxis,,,ISO,RGD:69298 ,J:155856 
MGI:1321390,Enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2,15,,positive regulation of epithelial cell migration,,,ISO,Q13822 ,J:164563 
MGI:1321390,Enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2,15,,regulation of cell migration,,,ISO,Q13822 ,J:164563 
MGI:1201683,Eomes,eomesodermin,9,,neuron migration,,,IMP,,J:266522 
MGI:1859149,Epb41l4b,erythrocyte membrane protein band 4.1 like 4b,4,,positive regulation of keratinocyte migration,,,ISO,Q9H329 ,J:164563 
MGI:103006,Epb41l5,erythrocyte membrane protein band 4.1 like 5,1,,mesoderm migration involved in gastrulation,,,IMP,MGI:3822451 ,J:142596 
MGI:103006,Epb41l5,erythrocyte membrane protein band 4.1 like 5,1,,positive regulation of epithelial cell migration,,,IMP,MGI:3822451 ,J:142596 
MGI:103006,Epb41l5,erythrocyte membrane protein band 4.1 like 5,1,,"substrate-dependent cell migration, cell attachment to substrate",,,IMP,MGI:3822451 ,J:142596 
MGI:107381,Epha1,Eph receptor A1,6,,negative regulation of cell migration,,,ISO,P21709 ,J:164563 
MGI:107381,Epha1,Eph receptor A1,6,,positive regulation of cell migration,,,ISO,P21709 ,J:164563 
MGI:95278,Epha2,Eph receptor A2,4,,cell chemotaxis,,,ISO,P29317 ,J:164563 
MGI:95278,Epha2,Eph receptor A2,4,,cell migration,,,ISO,P29317 ,J:164563 
MGI:95278,Epha2,Eph receptor A2,4,,positive regulation of cell migration,,,ISO,P29317 ,J:164563 
MGI:95278,Epha2,Eph receptor A2,4,,regulation of blood vessel endothelial cell migration,,,IDA,,J:110334 
MGI:99612,Epha3,Eph receptor A3,16,,cell migration,,,IMP,,J:119874 
MGI:99612,Epha3,Eph receptor A3,16,,regulation of cell migration,,,IGI,MGI:109601 ,J:152203 
MGI:98277,Epha4,Eph receptor A4,1,,glial cell migration,,,ISO,RGD:1560587 ,J:155856 
MGI:98277,Epha4,Eph receptor A4,1,,negative regulation of cell migration,,,ISO,P54764 ,J:164563 
MGI:98277,Epha4,Eph receptor A4,1,,positive regulation of cell migration,,,ISO,P54764 ,J:164563 
MGI:109378,Epha8,Eph receptor A8,4,,substrate-dependent cell migration,,,IDA,,J:129044 
MGI:1096337,Ephb1,Eph receptor B1,9,,cell chemotaxis,,,IMP,,J:127840 
MGI:1096337,Ephb1,Eph receptor B1,9,,cell chemotaxis,,,ISO,P54762 ,J:164563 
MGI:1096337,Ephb1,Eph receptor B1,9,,hindbrain tangential cell migration,,,ISO,RGD:2556 ,J:155856 
MGI:99611,Ephb2,Eph receptor B2,4,,hindbrain tangential cell migration,,,ISO,RGD:1564232 ,J:155856 
MGI:99611,Ephb2,Eph receptor B2,4,,positive regulation of cell migration,,,ISO,P29323 ,J:164563 
MGI:104770,Ephb3,Eph receptor B3,16,,cell migration,,,IMP,,J:79724 
MGI:104770,Ephb3,Eph receptor B3,16,,cell migration,,,ISO,P54753 ,J:164563 
MGI:104757,Ephb4,Eph receptor B4,5,,cell migration involved in sprouting angiogenesis,,,ISO,P54760 ,J:164563 
MGI:2386306,Eppk1,epiplakin 1,15,,negative regulation of cell migration,,,ISO,P58107 ,J:164563 
MGI:2386306,Eppk1,epiplakin 1,15,,negative regulation of keratinocyte migration,,,IMP,,J:144147 
MGI:104684,Eps8,epidermal growth factor receptor pathway substrate 8,6,,dendritic cell migration,,,IMP,,J:176428 
MGI:107569,Epx,eosinophil peroxidase,11,,eosinophil migration,results in the movement of eosinophil,,IMP,MGI:2182952 ,J:112446 
MGI:104771,Erbb4,erb-b2 receptor tyrosine kinase 4,1,,cell migration,,,ISO,Q15303 ,J:164563 
MGI:104771,Erbb4,erb-b2 receptor tyrosine kinase 4,1,,negative regulation of neuron migration,,PR:Q61527,IMP,MGI:1929607 ,J:184363 
MGI:104771,Erbb4,erb-b2 receptor tyrosine kinase 4,1,,neural crest cell migration,,,IMP,,J:60190 
MGI:104771,Erbb4,erb-b2 receptor tyrosine kinase 4,1,,positive regulation of cell migration,,,ISO,RGD:620486 ,J:155856 
MGI:104771,Erbb4,erb-b2 receptor tyrosine kinase 4,1,,regulation of cell migration,,,IMP,,J:95821 
MGI:2384747,Erdr1,erythroid differentiation regulator 1,XY,,negative regulation of cell migration,,,IDA,,J:182194 
MGI:95415,Erg,ETS transcription factor,16,,cell migration,happens in endocardial cell,PR:000044848,IMP,MGI:5443838 ,J:188920 
MGI:109392,Esr2,estrogen receptor 2 (beta),12,,neuron migration,"happens in cerebral cortex,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2152217 ,J:81418 
MGI:95455,Ets1,"E26 avian leukemia oncogene 1, 5' domain",9,,positive regulation of blood vessel endothelial cell migration,,,ISO,P14921 ,J:164563 
MGI:95455,Ets1,"E26 avian leukemia oncogene 1, 5' domain",9,,positive regulation of cell migration,,,ISO,RGD:2583 ,J:155856 
MGI:95455,Ets1,"E26 avian leukemia oncogene 1, 5' domain",9,,positive regulation of endothelial cell migration,,,ISO,P14921 ,J:164563 
MGI:1194884,Evl,Ena-vasodilator stimulated phosphoprotein,12,,negative regulation of epithelial cell migration,,,ISO,Q9UI08 ,J:164563 
MGI:95461,Evx1,even-skipped homeobox 1,6,,interneuron migration,happens in spinal cord interneuron,,IMP,MGI:2182858 ,J:70192 
MGI:894663,Ext1,exostosin glycosyltransferase 1,15,,dendritic cell migration,is a part of immune system process,,IMP,,J:167007 
MGI:894663,Ext1,exostosin glycosyltransferase 1,15,,hematopoietic stem cell migration to bone marrow,,,IMP,,J:297354 
MGI:894663,Ext1,exostosin glycosyltransferase 1,15,,leukocyte tethering or rolling,,,IMP,,J:167007 
MGI:894663,Ext1,exostosin glycosyltransferase 1,15,,lymphocyte migration into lymphoid organs,is a part of immune system process,,IMP,,J:167007 
MGI:101802,F2r,coagulation factor II (thrombin) receptor,13,,positive regulation of cell migration,,,IDA,,J:175344 
MGI:101802,F2r,coagulation factor II (thrombin) receptor,13,,positive regulation of cell migration,,,ISO,P25116 ,J:164563 
MGI:101910,F2rl1,coagulation factor II (thrombin) receptor-like 1,13,,leukocyte migration,,,ISO,P55085 ,J:164563 
MGI:101910,F2rl1,coagulation factor II (thrombin) receptor-like 1,13,,positive regulation of cell migration,,,IDA,,J:175344 
MGI:101910,F2rl1,coagulation factor II (thrombin) receptor-like 1,13,,positive regulation of leukocyte chemotaxis,,,ISO,P55085 ,J:164563 
MGI:88381,F3,coagulation factor III,3,,positive regulation of smooth muscle cell migration,,,ISO,RGD:2587 ,J:155856 
MGI:109325,F7,coagulation factor VII,8,,positive regulation of leukocyte chemotaxis,,,IBA,PTN000667633 ,J:265628 
MGI:109325,F7,coagulation factor VII,8,,positive regulation of leukocyte chemotaxis,,,ISO,P08709 ,J:164563 
MGI:1321398,F11r,F11 receptor,1,,memory T cell extravasation,,,ISO,Q9Y624 ,J:164563 
MGI:109324,Fadd,Fas (TNFRSF6)-associated via death domain,7,,"positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",,,IMP,,J:176448 
MGI:1919128,Fam83d,"family with sequence similarity 83, member D",2,,cell migration,,,ISO,Q9H4H8 ,J:164563 
MGI:2145900,Fam83h,"family with sequence similarity 83, member H",15,,positive regulation of cell migration,,,IBA,PTN002700878 ,J:265628 
MGI:2145900,Fam83h,"family with sequence similarity 83, member H",15,,positive regulation of cell migration,,,ISO,Q6ZRV2 ,J:164563 
MGI:106595,Fam89b,"family with sequence similarity 89, member B",19,,positive regulation of cell migration,,,IBA,PTN005327072 ,J:265628 
MGI:106595,Fam89b,"family with sequence similarity 89, member B",19,,positive regulation of cell migration,,,IMP,,J:243478 
MGI:3041256,Fam107a,"family with sequence similarity 107, member A",14,,positive regulation of cell migration,,,ISO,O95990 ,J:164563 
MGI:1918813,Fam110c,"family with sequence similarity 110, member C",12,,positive regulation of cell migration,,,IBA,PTN001028025 ,J:265628 
